"VIN","make","model","MY","DOB","WSD","SST"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-10 00:00:00","2011-03-17 00:00:00","MD"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-10 00:00:00","2011-03-20 00:00:00","TX"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-10 00:00:00","2011-05-25 00:00:00","TX"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-10 00:00:00","2011-02-28 00:00:00","MI"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-10 00:00:00","2011-03-30 00:00:00","IL"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-10 00:00:00","2011-02-28 00:00:00","IN"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-10 00:00:00","2011-03-23 00:00:00","MI"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-03-07 00:00:00","MN"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-04-16 00:00:00","NH"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-03-10 00:00:00","AL"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-04-12 00:00:00","CA"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-03-01 00:00:00","FL"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-05-10 00:00:00","IN"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-04-04 00:00:00","MI"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-04-27 00:00:00","OR"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-02-28 00:00:00","NV"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-04-22 00:00:00","IL"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-11 00:00:00","2011-03-07 00:00:00","FL"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-12 00:00:00","2011-03-07 00:00:00","NC"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-12 00:00:00","2011-03-02 00:00:00","CA"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-12 00:00:00","2011-03-10 00:00:00","CA"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-12 00:00:00","2011-03-09 00:00:00","FL"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-12 00:00:00","2011-03-25 00:00:00","PA"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-12 00:00:00","2011-05-02 00:00:00","CO"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-12 00:00:00","2011-03-16 00:00:00","MA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-12 00:00:00","2011-03-09 00:00:00","FL"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-05-30 00:00:00","FL"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-04-14 00:00:00","CA"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-10 00:00:00","TN"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-04-14 00:00:00","TX"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-08 00:00:00","MN"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-07 00:00:00","MN"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-05 00:00:00","CA"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-10 00:00:00","FL"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-11 00:00:00","OH"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-12 00:00:00","WI"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-05-10 00:00:00","MO"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-04-19 00:00:00","FL"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-08 00:00:00","FL"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-04-28 00:00:00","CA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-04-29 00:00:00","MI"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-04-15 00:00:00","FL"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-14 00:00:00","2011-03-10 00:00:00","NM"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-05-23 00:00:00","FL"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-02 00:00:00","OK"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-03 00:00:00","LA"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-02 00:00:00","MO"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-23 00:00:00","FL"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-06-04 00:00:00","VA"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-21 00:00:00","KS"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-04-26 00:00:00","IN"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-04-28 00:00:00","PA"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-25 00:00:00","FL"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-06-06 00:00:00","FL"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-06-01 00:00:00","TN"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-09 00:00:00","OH"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-06-18 00:00:00","SC"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-04-15 00:00:00","WI"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-06-16 00:00:00","MI"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-01 00:00:00","LA"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-15 00:00:00","2011-03-22 00:00:00","FL"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-04-26 00:00:00","MD"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-04-23 00:00:00","MN"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-03-21 00:00:00","WI"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-03-14 00:00:00","CA"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-03-04 00:00:00","TX"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-03-10 00:00:00","OR"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-04-07 00:00:00","SC"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-03-07 00:00:00","CT"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-04-14 00:00:00","PA"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-03-05 00:00:00","NY"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-16 00:00:00","2011-03-01 00:00:00","AZ"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-25 00:00:00","DE"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-14 00:00:00","FL"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-14 00:00:00","AL"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-05-19 00:00:00","IN"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-04-20 00:00:00","CA"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-11 00:00:00","NM"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-07 00:00:00","CA"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-04-27 00:00:00","CA"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-11-20 00:00:00","MD"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-05-17 00:00:00","CA"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-19 00:00:00","CA"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-04-04 00:00:00","SC"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-11 00:00:00","CA"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-04-12 00:00:00","IA"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-05 00:00:00","NV"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-09-30 00:00:00","LA"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-31 00:00:00","MI"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-07 00:00:00","IL"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-19 00:00:00","CA"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-04-09 00:00:00","CO"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-26 00:00:00","CA"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-03 00:00:00","AZ"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-19 00:00:00","FL"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-04-06 00:00:00","NY"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-19 00:00:00","VA"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-11 00:00:00","KY"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-28 00:00:00","ID"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-17 00:00:00","TX"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-02 00:00:00","IL"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-05-06 00:00:00","CA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-18 00:00:00","FL"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-17 00:00:00","2011-03-21 00:00:00","FL"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-31 00:00:00","IN"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-07-13 00:00:00","SC"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-05-12 00:00:00","MO"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-04-23 00:00:00","OK"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-16 00:00:00","OK"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-21 00:00:00","TX"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-22 00:00:00","TX"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-03 00:00:00","TN"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-31 00:00:00","TX"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-02 00:00:00","AZ"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-04-26 00:00:00","TX"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-11 00:00:00","CA"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-07 00:00:00","TX"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-04-09 00:00:00","KS"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-14 00:00:00","TX"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-13 00:00:00","CA"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-11 00:00:00","TX"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-05-11 00:00:00","NJ"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-11 00:00:00","CO"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-17 00:00:00","GA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-18 00:00:00","2011-03-25 00:00:00","CA"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-04-13 00:00:00","DC"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-04-11 00:00:00","FL"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-05-28 00:00:00","DE"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-30 00:00:00","AL"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-04-08 00:00:00","IL"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-07-19 00:00:00","MI"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-22 00:00:00","FL"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-05 00:00:00","IN"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-04-22 00:00:00","FL"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-31 00:00:00","PA"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-11 00:00:00","VA"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-04-28 00:00:00","MI"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-29 00:00:00","TN"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-18 00:00:00","CA"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-22 00:00:00","PA"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-04-13 00:00:00","FL"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-31 00:00:00","TN"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-31 00:00:00","IL"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-05-04 00:00:00","PA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-19 00:00:00","2011-03-26 00:00:00","LA"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-20 00:00:00","2011-05-12 00:00:00","PA"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-03-18 00:00:00","IN"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-03-31 00:00:00","FL"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-03-27 00:00:00","CA"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-03-10 00:00:00","FL"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-06-17 00:00:00","NY"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-03-18 00:00:00","MN"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-03-16 00:00:00","LA"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-03-24 00:00:00","WY"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-03-12 00:00:00","CA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-21 00:00:00","2011-04-13 00:00:00","FL"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-03-11 00:00:00","TX"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-03-16 00:00:00","FL"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-03-10 00:00:00","MO"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-03-19 00:00:00","FL"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-04-23 00:00:00","FL"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-03-14 00:00:00","FL"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-03-29 00:00:00","TX"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-03-18 00:00:00","WV"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-04-09 00:00:00","IL"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-04-14 00:00:00","FL"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-02-28 00:00:00","CO"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-03-11 00:00:00","TX"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-04-07 00:00:00","NC"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-04-02 00:00:00","CA"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-22 00:00:00","2011-05-05 00:00:00","NM"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-31 00:00:00","MI"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-17 00:00:00","CA"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-08 00:00:00","IL"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-04-11 00:00:00","NE"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-25 00:00:00","IL"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-23 00:00:00","VA"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-18 00:00:00","TX"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-18 00:00:00","NY"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-29 00:00:00","CA"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-04-20 00:00:00","OH"
"3LNDL2L36BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-14 00:00:00","GA"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-04-08 00:00:00","IN"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-18 00:00:00","VA"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-04-06 00:00:00","CA"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-09 00:00:00","NY"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-12 00:00:00","CA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-23 00:00:00","2011-03-10 00:00:00","IL"
"3LNDL2L3XBRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-09 00:00:00","AZ"
"3LNDL2L31BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-21 00:00:00","MD"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-24 00:00:00","CA"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-15 00:00:00","NC"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-18 00:00:00","CO"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-04-22 00:00:00","MA"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-16 00:00:00","AZ"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-22 00:00:00","FL"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-15 00:00:00","TX"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-24 00:00:00","2011-03-25 00:00:00","OK"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-03-08 00:00:00","CA"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-03-22 00:00:00","AR"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-03-25 00:00:00","FL"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-04-05 00:00:00","TX"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-04-04 00:00:00","MI"
"3LNDL2L33BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-03-15 00:00:00","NJ"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-03-11 00:00:00","CA"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-03-12 00:00:00","TX"
"3LNDL2L37BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-03-18 00:00:00","NJ"
"3LNDL2L38BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-04-28 00:00:00","CA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-06-08 00:00:00","CA"
"3LNDL2L39BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-25 00:00:00","2011-03-12 00:00:00","MA"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-26 00:00:00","2011-06-06 00:00:00","NY"
"3LNDL2L30BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-26 00:00:00","2011-05-30 00:00:00","OK"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-26 00:00:00","2011-04-30 00:00:00","IL"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-26 00:00:00","2011-07-22 00:00:00","MI"
"3LNDL2L32BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-26 00:00:00","2011-03-25 00:00:00","NY"
"3LNDL2L34BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-26 00:00:00","2011-04-09 00:00:00","FL"
"3LNDL2L35BRXXXXXX","LINC","MKZ HYB",2011,"2011-02-26 00:00:00","2011-04-01 00:00:00","CA"
